loss,accuracy,val_loss,val_accuracy
0.6701030135154724,0.7606914043426514,0.5426476001739502,0.8103466629981995
0.5122995376586914,0.8192228674888611,0.494162917137146,0.8186933398246765
0.4744047224521637,0.8316971659660339,0.4644612967967987,0.8363866806030273
0.4519425332546234,0.8405799865722656,0.4406312108039856,0.8480133414268494
0.4363531172275543,0.8459285497665405,0.42658793926239014,0.8535866737365723
0.4242926239967346,0.850748598575592,0.4158875644207001,0.8557466864585876
0.4144695997238159,0.8546199798583984,0.40907806158065796,0.8565199971199036
0.4060494601726532,0.8576228618621826,0.40031471848487854,0.8598133325576782
0.39897459745407104,0.8607885837554932,0.39431723952293396,0.8634399771690369
0.3928747773170471,0.8636656999588013,0.3883969187736511,0.8646000027656555
0.3874865174293518,0.8657342791557312,0.3816620707511902,0.8699333071708679
0.3825923800468445,0.8672857284545898,0.3794623017311096,0.866266667842865
0.3782058358192444,0.8690914511680603,0.3755105435848236,0.8699866533279419
0.3741248548030853,0.8704656958580017,0.3698383569717407,0.8723333477973938
0.3703985810279846,0.8720085620880127,0.3684692680835724,0.8727466464042664
0.36712023615837097,0.873348593711853,0.3638882040977478,0.8769333362579346
0.3638073801994324,0.8743543028831482,0.3610974848270416,0.8767200112342834
0.3608192801475525,0.8752257227897644,0.3589285612106323,0.8771733045578003
0.35813724994659424,0.8763056993484497,0.35747671127319336,0.8788400292396545
0.3556143641471863,0.8770971298217773,0.35648566484451294,0.8770266771316528
