loss,accuracy,val_loss,val_accuracy
0.43228769302368164,0.8455914258956909,0.3078552484512329,0.8960666656494141
0.2728627324104309,0.9087514281272888,0.23998291790485382,0.921999990940094
0.21980665624141693,0.9308285713195801,0.2044966220855713,0.9356799721717834
0.18985220789909363,0.9399856925010681,0.17621468007564545,0.9437199831008911
0.16834692656993866,0.9461857080459595,0.1625831574201584,0.9481066465377808
0.152945414185524,0.9508857131004333,0.14889000356197357,0.9514533281326294
0.14008934795856476,0.9548199772834778,0.13968564569950104,0.9549066424369812
0.1301988959312439,0.9580199718475342,0.13184306025505066,0.9561200141906738
0.12168648093938828,0.9603142738342285,0.12620168924331665,0.9582933187484741
0.11442288011312485,0.9629142880439758,0.12261928617954254,0.9601066708564758
0.10824955254793167,0.9650542736053467,0.11481623351573944,0.9618533253669739
0.10252618044614792,0.966920018196106,0.10576833039522171,0.9659600257873535
0.09750419855117798,0.9686743021011353,0.103215292096138,0.9661466479301453
0.09313894808292389,0.9701657295227051,0.09749233722686768,0.9689466953277588
0.08883030712604523,0.9715200066566467,0.09613639861345291,0.9698399901390076
0.08527162671089172,0.9726200103759766,0.09574959427118301,0.9680533409118652
0.08178934454917908,0.9740056991577148,0.09040325880050659,0.9701733589172363
0.07849729806184769,0.975074291229248,0.08898252248764038,0.9709333181381226
0.07526244223117828,0.9762085676193237,0.08531157672405243,0.9717733263969421
0.07273027300834656,0.9769885540008545,0.08336490392684937,0.9725599884986877
