loss,accuracy,val_loss,val_accuracy
0.9512107372283936,0.6341999769210815,0.7443687915802002,0.6972000002861023
0.6832081079483032,0.7227428555488586,0.649612307548523,0.7413333058357239
0.6147826313972473,0.7534000277519226,0.5967109799385071,0.7602666616439819
0.5719033479690552,0.7783714532852173,0.5630664229393005,0.7830666899681091
0.5399491190910339,0.7942857146263123,0.5286465287208557,0.8061333298683167
0.5136740207672119,0.80711430311203,0.5039305090904236,0.8068000078201294
0.4906112253665924,0.8137714266777039,0.48315927386283875,0.8184000253677368
0.4711264371871948,0.8214285969734192,0.4654672145843506,0.826533317565918
0.45451489090919495,0.8285428285598755,0.4469241201877594,0.833466649055481
0.4401472806930542,0.8336856961250305,0.43421778082847595,0.8366666436195374
0.42669105529785156,0.8392857313156128,0.4215589761734009,0.8434666395187378
0.4150921106338501,0.8425428867340088,0.4088328182697296,0.8485333323478699
0.40458086133003235,0.8479999899864197,0.40038803219795227,0.852400004863739
0.3949330747127533,0.8528571724891663,0.3911641240119934,0.8525333404541016
0.3854677975177765,0.8550857305526733,0.3838655352592468,0.8532000184059143
0.37705138325691223,0.8590285778045654,0.3761139214038849,0.853866696357727
0.36872029304504395,0.860885739326477,0.37122470140457153,0.859333336353302
0.361172080039978,0.8652856945991516,0.35924142599105835,0.8642666935920715
0.35425716638565063,0.8678285479545593,0.3549928069114685,0.864799976348877
0.3477378487586975,0.8718000054359436,0.34588876366615295,0.8695999979972839
