loss,accuracy,val_loss,val_accuracy
0.4165661633014679,0.8494542837142944,0.28974467515945435,0.8972933292388916
0.25621917843818665,0.9137799739837646,0.2219710648059845,0.930026650428772
0.20637071132659912,0.9331314563751221,0.18532264232635498,0.9405333399772644
0.17742298543453217,0.9425914287567139,0.16527721285820007,0.9469733238220215
0.15806196630001068,0.9490485787391663,0.14916440844535828,0.951906681060791
0.1435362994670868,0.9537428617477417,0.13784171640872955,0.9545199871063232
0.13170747458934784,0.9574457406997681,0.12816119194030762,0.9577866792678833
0.12218602746725082,0.9604714512825012,0.1261381059885025,0.9585066437721252
0.11443272233009338,0.9633371233940125,0.11483532190322876,0.9625333547592163
0.10789358615875244,0.9657285809516907,0.10895846784114838,0.9646933078765869
0.10183216631412506,0.9672456979751587,0.10337285697460175,0.9667999744415283
0.09689515829086304,0.9690885543823242,0.0983976349234581,0.9675866961479187
0.09198448061943054,0.9705685973167419,0.09662144631147385,0.968559980392456
0.08762300759553909,0.9720057249069214,0.093949094414711,0.9694666862487793
0.08358553797006607,0.9733485579490662,0.08893244713544846,0.9700666666030884
0.0801960751414299,0.9746057391166687,0.0864320695400238,0.9715999960899353
0.076941579580307,0.9758456945419312,0.08430161327123642,0.9724933505058289
0.07421237975358963,0.9765456914901733,0.0832611620426178,0.9725866913795471
0.07148865610361099,0.9775514006614685,0.07996819168329239,0.9736533164978027
0.06890134513378143,0.9783343076705933,0.07995711266994476,0.9733999967575073
