loss,accuracy,val_loss,val_accuracy
0.3161550462245941,0.9256285429000854,0.014787405729293823,0.9989333152770996
0.007179672829806805,0.9995142817497253,0.0038890668656677008,0.9998666644096375
0.00148460129275918,1.0,0.0018009820487350225,0.9995999932289124
0.0017190944636240602,0.9996857047080994,0.0019954724702984095,0.9995999932289124
0.00036495228414423764,0.9999714493751526,0.0007165861898101866,0.9997333288192749
8.745438390178606e-05,1.0,0.0004609429161064327,0.9997333288192749
0.0004815318388864398,0.9998857378959656,0.004546367097645998,0.9983999729156494
0.0004079148930031806,0.999914288520813,0.0002899664978031069,1.0
2.53469461313216e-05,1.0,0.0003331006155349314,0.9998666644096375
1.0574365660431795e-05,1.0,0.00036999437725171447,0.9998666644096375
3.970442776335403e-06,1.0,9.111683903029189e-05,1.0
1.2990585673833266e-06,1.0,0.00019400412566028535,0.9998666644096375
4.925134930999775e-07,1.0,0.0002280779735883698,0.9998666644096375
2.2800290366831177e-07,1.0,0.00023750710533931851,0.9998666644096375
