loss,accuracy,val_loss,val_accuracy
1.5651241540908813,0.29337143898010254,1.5020302534103394,0.46613332629203796
1.4488706588745117,0.4457714259624481,1.3886258602142334,0.522933304309845
1.3595706224441528,0.5087428689002991,1.3182893991470337,0.5374666452407837
1.2912530899047852,0.5481714010238647,1.2832647562026978,0.5089333057403564
1.2374333143234253,0.5717999935150146,1.2049072980880737,0.5937333106994629
1.1947860717773438,0.5892000198364258,1.2264719009399414,0.5482666492462158
1.1603906154632568,0.5979142785072327,1.1592081785202026,0.5909333229064941
1.1319727897644043,0.6081428527832031,1.144230604171753,0.5762666463851929
1.104857325553894,0.6191999912261963,1.1021687984466553,0.6185333132743835
1.072891354560852,0.6319714188575745,1.047528624534607,0.640666663646698
1.0120503902435303,0.6510857343673706,0.9943743348121643,0.6558666825294495
0.9589114785194397,0.6745142936706543,0.9527684450149536,0.670799970626831
0.9083680510520935,0.6954285502433777,0.9218679070472717,0.6814666390419006
0.862038254737854,0.7156285643577576,0.8507312536239624,0.7152000069618225
0.8216236233711243,0.7350000143051147,0.8249911069869995,0.724399983882904
0.7876118421554565,0.7454571723937988,0.8151530027389526,0.7283999919891357
0.7579418420791626,0.7574285864830017,0.7872404456138611,0.7343999743461609
0.7321476936340332,0.7665714025497437,0.7489468455314636,0.7591999769210815
0.7071964740753174,0.7767714262008667,0.738731324672699,0.7565333247184753
0.6853875517845154,0.7857428789138794,0.7067151665687561,0.768666684627533
